AGREEMENT_ID,BATCH_ID,BATCH_DESCRIPTION,WORK_ID,WORK_TITLE,WRITERS,RECORDING_ARTIST,RECORDING_TITLE,RIGHT_TYPE_GROUP,RIGHT_TYPE,TERRITORY_ID,TERRITORY,EXPLOITATION_LICENCE_ID,EXPLOITATION_TITLE,EXPLOITATION_ARTIST,EXPLOITATION_DESCRIPTION,EXPLOITATION_FORMAT,AV_PRODUCTION_TITLE,ROYALTY_PERIOD_START_DATE,ROYALTY_PERIOD_END_DATE,PERCENTAGE_PAID,UNIT_SUM,CREDIT_OR_DEBIT,DISTRIBUTED_AMOUNT,WHT_ADJ_RECEIVED_AMOUNT,WHT_ADJ_SOURCE_AMOUNT,DIRECT_COLLECT_FEE_TAKEN,DIRECT_COLLECTED_AMOUNT,SOURCE_NAME,GENERATED_AT_COVER_RATE,TERRITORY_ISO_ALPHA_2_CODE,CUSTOM_WORK_ID,REVENUE_SOURCE_NAME
AAGR88189,ABCH52000,SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018,AWK925690,Marry Me,"Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]",,,PERF,Radio Broadcast Right,TERR736,Spain,,,,,,,1-Jul-17,31-Dec-17,12.5,78,Credit,1.576718317,1.617146364,1.617146364,,1.617146364,SGAE,N,ES,,
AAGR88189,ABCH52000,SGAE_2018_09_CRD20180611073413017072_PERF_Q2 2018,AWK931582,Louder,"Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Willis, Christopher Timothy [AIP46231]",,,PERF,Television Broadcast Right,TERR736,Spain,,,,,,,1-Jul-17,31-Dec-17,15,1,Credit,0.657910985,0.674780497,0.674780497,,0.674780497,SGAE,N,ES,,
AAGR88189,ABCH52260,OSA_CRD20180620125541017050_Perf_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Right of Public Performance of Radio Broadcast,TERR624,Czech Republic,,,,,,,22-Mar-18,18-Jun-18,50,,Credit,0.15536677,0.159350515,0.1812222,,0.1812222,OSA,N,CZ,,
AAGR88189,ABCH52260,OSA_CRD20180620125541017050_Perf_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Radio Broadcast Right,TERR624,Czech Republic,,,,,,,1-Feb-18,1-Mar-18,8.23,1,Credit,0.001497507,0.001535891,0.00174672,,0.00174672,OSA,N,CZ,,
AAGR88189,ABCH52260,OSA_CRD20180620125541017050_Perf_Q2 2018,AWK775866,Reminding Me,"Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]",,,PERF,Radio Broadcast Right,TERR624,Czech Republic,,,,,,,1-Feb-18,1-Mar-18,16.66,18,Credit,0.194676398,0.199668087,0.2270736,,0.2270736,OSA,N,CZ,,
AAGR88189,ABCH52260,OSA_CRD20180620125541017050_Perf_Q2 2018,AWK775866,Reminding Me,"Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]",,,PERF,Right of Public Performance of TV Broadcast,TERR624,Czech Republic,,,,,,,22-Mar-18,18-Jun-18,100,,Credit,0.000748732,0.000767945,0.00087336,,0.00087336,OSA,N,CZ,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Performing Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2188,Credit,0.842551173,0.864155237,0.864155237,,0.864155237,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2545,Credit,5.069210506,5.199189887,5.199189887,,5.199189887,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2549,Credit,4.874195961,4.999175345,4.999175345,,4.999175345,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK775866,Reminding Me,"Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2450,Credit,0.103814662,0.106476388,0.106476388,,0.106476388,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK922506,Double Tap,"Epps, Tauheed [AIP18288]; Jeberg, Jonas [AIP13946]; Lumpkins, Thomas Wesily [AIP62919]; McCants, Victoria Monet [AIP33678]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,22,2070,Credit,0.024328868,0.024952309,0.024952309,,0.024952309,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK922506,Double Tap,"Epps, Tauheed [AIP18288]; Jeberg, Jonas [AIP13946]; Lumpkins, Thomas Wesily [AIP62919]; McCants, Victoria Monet [AIP33678]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,22,2101,Credit,0.024328868,0.024952309,0.024952309,,0.024952309,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK922506,Double Tap,"Epps, Tauheed [AIP18288]; Jeberg, Jonas [AIP13946]; Lumpkins, Thomas Wesily [AIP62919]; McCants, Victoria Monet [AIP33678]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,22,2196,Credit,0.0065652,0.006733163,0.006733163,,0.006733163,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK923762,Heart Vacancy,"Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]; Secon, Lucas [AIP90564]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2373,Credit,0.155689354,0.159681577,0.159681577,,0.159681577,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK923762,Heart Vacancy,"Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]; Secon, Lucas [AIP90564]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2480,Credit,0.23356667,0.239555371,0.239555371,,0.239555371,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK923762,Heart Vacancy,"Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]; Secon, Lucas [AIP90564]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2133,Credit,0.013516201,0.013862394,0.013862394,,0.013862394,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925563,Sledgehammer,"Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]",,,PERF,Performing Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2220,Credit,1.704604314,1.748311929,1.748311929,,1.748311929,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925563,Sledgehammer,"Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2475,Credit,0.197202456,0.20225893,0.20225893,,0.20225893,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925563,Sledgehammer,"Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2081,Credit,0.018021112,0.018483192,0.018483192,,0.018483192,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925563,Sledgehammer,"Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2101,Credit,0.035334436,0.036240259,0.036240259,,0.036240259,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925563,Sledgehammer,"Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,16,2133,Credit,0.035334436,0.036240259,0.036240259,,0.036240259,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925690,Marry Me,"Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2404,Credit,0.311379441,0.319363153,0.319363153,,0.319363153,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925690,Marry Me,"Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2449,Credit,1.331760192,1.365907889,1.365907889,,1.365907889,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK925690,Marry Me,"Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,12,2479,Credit,0.23356667,0.239555371,0.239555371,,0.239555371,COMPASS,N,SG,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK931540,Words,"Fontana, Melanie Joy [AIP110590]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,16.66,1,Credit,4.370562846,4.48262856,4.48262856,,4.48262856,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK933947,Relax,"Alexander, Sean Michael [AIP146973]; Burney, James Eugene II [AIP141918]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Richard, Jimmy Andrew [AIP42491]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,20.83,1,Credit,0.019851156,0.02036016,0.02036016,,0.02036016,STIM-NCB,N,SE,,
AAGR88189,ABCH50822,UCMR_E4\2018-206_PERF_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Making Available Right - Non-Interactive,TERR719,Romania,,,,,,,1-Jul-17,31-Jul-17,17,0,Credit,0.01822148,0.018688786,0.02206584,,0.02206584,UCMR,N,RO,,
AAGR88189,ABCH50822,UCMR_E4\2018-206_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Making Available Right - Non-Interactive,TERR719,Romania,,,,,,,1-Jul-17,31-Jul-17,8,0,Credit,0.723391543,0.741940088,0.876013848,,0.876013848,UCMR,N,RO,,
AAGR88189,ABCH50919,GEMA_6061697_ABRE_RHF_2017_HA AR_C_PERF_Q2 2018,AWK933614,What If The Heart Is Wong,"Elofsson, Jörgen Kjell [AIP40940]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]",,,PERF,Radio Broadcast Right,TERR643,Germany,,,,,,,1-Jan-17,31-Dec-17,6.25,24,Credit,6.167234765,6.32536899,6.32536899,,6.32536899,GEMA (Distribution),N,DE,,
AAGR88189,ABCH51038,TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018,AWK223386,Poppin',"Jeberg, Jonas [AIP13946]; Theodore, Ali Dee [AIP26250]; Howard, Sarai Marie [AIP26256]",,,PERF,Television Broadcast Right,TERR706,Norway,,,,,,,1-Jan-13,31-Mar-13,33.33,1,Credit,0.171676118,0.17607807,0.17607807,,0.17607807,TONO,N,NO,,
AAGR88189,ABCH51038,TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018,AWK578706,Left Ey3,"Reece, Vanessa [AIP106017]; Jeberg, Jonas [AIP13946]; Small, Craig A [AIP144455]; Kouame, Jean Baptiste [AIP18159]; McHenry, Michael Ojike [AIP23699]; Zolot, Natassia [AIP23700]; Buendia, Ryan [AIP34818]",,,PERF,Making Available Right - Interactive,TERR706,Norway,,,,,,,1-Oct-17,31-Dec-17,2.5,62,Credit,0.00233573,0.00239562,0.00239562,,0.00239562,TONO,N,NO,,
AAGR88189,ABCH51038,TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Radio Broadcast Right,TERR706,Norway,,,,,,,1-Oct-17,31-Dec-17,16.67,2,Credit,0.247587327,0.25393572,0.25393572,,0.25393572,TONO,N,NO,,
AAGR88189,ABCH51038,TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Television Broadcast Right,TERR706,Norway,,,,,,,1-Oct-17,31-Dec-17,16.67,4,Credit,10.41501784,10.68206958,10.68206958,,10.68206958,TONO,N,NO,,
AAGR88189,ABCH51038,TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018,AWK931560,Turn It Up,"Cunningham, Ruth Anne [AIP63500]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Lott, Victoria Louise [AIP109745]",,,PERF,Television Broadcast Right,TERR706,Norway,,,,,,,1-Oct-17,31-Dec-17,12.5,1,Credit,0.091093451,0.09342918,0.09342918,,0.09342918,TONO,N,NO,,
AAGR88189,ABCH51801,CASH_20180628_P171_PERF_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Television Broadcast Right,TERR653,Hong Kong,,,,,,,1-Jan-11,31-Dec-17,17.5,1,Credit,0.367016245,0.376427,0.376427,,0.376427,CASH,N,HK,,
AAGR88189,ABCH51801,CASH_20180628_P171_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Performing Right,TERR653,Hong Kong,,,,,,,1-Jan-11,31-Dec-17,16.46,105,Credit,20.47974698,21.00486866,21.00486866,,21.00486866,CASH,N,HK,,
AAGR88189,ABCH51801,CASH_20180628_P171_PERF_Q2 2018,AWK922504,Hate This Part,"Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]",,,PERF,Performing Right,TERR653,Hong Kong,,,,,,,1-Jan-11,31-Dec-17,12.5,20,Credit,0.331612773,0.340115714,0.340115714,,0.340115714,CASH,N,HK,,
AAGR88189,ABCH51801,CASH_20180628_P171_PERF_Q2 2018,AWK923762,Heart Vacancy,"Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]; Secon, Lucas [AIP90564]",,,PERF,Radio Broadcast Right,TERR653,Hong Kong,,,,,,,1-Jan-11,31-Dec-17,12.5,6,Credit,0.173477154,0.177925302,0.177925302,,0.177925302,CASH,N,HK,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Making Available Right - Interactive,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,17,2239,Credit,0.018922535,0.019407352,0.019407352,,0.019407352,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK583636,The Way I Are (Dance With Somebody),"Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,23,2180,Credit,0.28112935,0.288337795,0.288337795,,0.288337795,COMPASS,N,SG,,
AAGR88189,ABCH51859,COMPASS_P1701_E4_PERF_Q2 2018,AWK583636,The Way I Are (Dance With Somebody),"Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]",,,PERF,Radio Broadcast Right,TERR729,Singapore,,,,,,,1-Jan-17,30-Jun-17,23,2737,Credit,0.28112935,0.288337795,0.288337795,,0.288337795,COMPASS,N,SG,,
AAGR88189,BCH50305,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK583636,The Way I Are (Dance With Somebody),"Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,21-Jul-17,21-Jul-17,7.19,1,Credit,0.019706408,0.0202117,0.0202117,,0.0202117,SUISA,N,CH,,
AAGR88189,BCH50305,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK583636,The Way I Are (Dance With Somebody),"Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,5-Aug-17,5-Aug-17,7.19,1,Credit,0.009853204,0.01010585,0.01010585,,0.01010585,SUISA,N,CH,,
AAGR88189,BCH50305,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK933614,What If The Heart Is Wong,"Elofsson, Jörgen Kjell [AIP40940]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,11-Oct-17,11-Oct-17,12.5,1,Credit,0.325155724,0.33349305,0.33349305,,0.33349305,SUISA,N,CH,,
AAGR88189,BCH50305,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK933614,What If The Heart Is Wong,"Elofsson, Jörgen Kjell [AIP40940]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,17-Dec-17,17-Dec-17,12.5,1,Credit,0.335008928,0.3435989,0.3435989,,0.3435989,SUISA,N,CH,,
AAGR88189,BCH50306,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,13-Aug-17,13-Aug-17,16.67,1,Credit,0.059119223,0.0606351,0.0606351,,0.0606351,SUISA,N,CH,,
AAGR88189,BCH50306,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,26-Sep-17,26-Sep-17,16.67,1,Credit,0.049266019,0.05052925,0.05052925,,0.05052925,SUISA,N,CH,,
AAGR88189,BCH50306,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,24-Oct-17,24-Oct-17,16.67,1,Credit,0.049266019,0.05052925,0.05052925,,0.05052925,SUISA,N,CH,,
AAGR88189,BCH50306,SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018,AWK785404,Why,"Jeberg, Jonas [AIP13946]; McLaughlin, Brett Leland [AIP141939]; Carpenter, Sabrina Annlynn [AIP48074]",,,PERF,Radio Broadcast Right,TERR745,Switzerland,,,,,,,18-Nov-17,18-Nov-17,16.67,1,Credit,0.049266019,0.05052925,0.05052925,,0.05052925,SUISA,N,CH,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jan-16,30-Jun-16,17.5,1,Credit,0.18748314,0.1922904,0.1922904,,0.1922904,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK165675,Made In The USA,"Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jan-17,30-Jun-17,17.5,1,Credit,0.162117774,0.16627464,0.16627464,,0.16627464,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK185211,Go Hard (La.La.La.),"Jeberg, Jonas [AIP13946]; Kouame, Jean Baptiste [AIP18159]; McHenry, Michael Ojike [AIP23699]; Zolot, Natassia [AIP23700]; Buendia, Ryan [AIP34818]; Ridha, Alexander [AIP40307]; Friedrich, Moritz [AIP40413]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,2.5,1,Credit,0.026468208,0.02714688,0.02714688,,0.02714688,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK607693,ICYMI,"Bruzenak, Scott [AIP124572]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Tandon, Grace Martine [AIP144225]; McLaughlin, Brett [AIP71740]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,12.5,1,Credit,0.741109824,0.76011264,0.76011264,,0.76011264,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Radio Broadcast Right,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,8.23,101,Credit,3.585339342,3.67727112,3.67727112,,3.67727112,STIM-NCB,N,SE,,
AAGR88189,ABCH50281,STIM_CR00009884_C000017366_PERF_Q2 2018,AWK691698,Fetish,"Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]",,,PERF,Making Available Right - Interactive,TERR744,Sweden,,,,,,,1-Jul-17,31-Dec-17,8.23,16,Credit,1.981807074,2.03262264,2.03262264,,2.03262264,STIM-NCB,N,SE,,
