"AGREEMENT_ID","BATCH_ID","BATCH_DESCRIPTION","WORK_ID","WORK_TITLE","WRITERS","RECORDING_ARTIST","RECORDING_TITLE","RIGHT_TYPE_GROUP","RIGHT_TYPE","TERRITORY_ID","TERRITORY","EXPLOITATION_LICENCE_ID","EXPLOITATION_TITLE","EXPLOITATION_ARTIST","EXPLOITATION_DESCRIPTION","EXPLOITATION_FORMAT","AV_PRODUCTION_TITLE","ROYALTY_PERIOD_START_DATE","ROYALTY_PERIOD_END_DATE","PERCENTAGE_PAID","UNIT_SUM","CREDIT_OR_DEBIT","DISTRIBUTED_AMOUNT","WHT_ADJ_RECEIVED_AMOUNT","WHT_ADJ_SOURCE_AMOUNT","DIRECT_COLLECT_FEE_TAKEN","DIRECT_COLLECTED_AMOUNT","SOURCE_NAME","GENERATED_AT_COVER_RATE","TERRITORY_ISO_ALPHA_2_CODE","CUSTOM_WORK_ID","REVENUE_SOURCE_NAME",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2193","Credit",".92216605572",".9458113392",".9458113392","",".9458113392","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2379","Credit",".69162490852",".7093585044",".7093585044","",".7093585044","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2441","Credit",".46108302786",".4729056696",".4729056696","",".4729056696","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2047","Credit",".10375011738",".1064103768",".1064103768","",".1064103768","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2163","Credit",".10375011738",".1064103768",".1064103768","",".1064103768","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2204","Credit",".59167191356",".6068428002",".6068428002","",".6068428002","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2271","Credit","1.38054628348","1.41594453","1.41594453","","1.41594453","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2282","Credit","1.38054628348","1.41594453","1.41594453","","1.41594453","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Making Available Right - Interactive","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2147","Credit",".0353344355",".0362402586",".0362402586","",".0362402586","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Making Available Right - Interactive","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2149","Credit",".0180211122",".018483192",".018483192","",".018483192","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Making Available Right - Interactive","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2201","Credit",".0180211122",".018483192",".018483192","",".018483192","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","1187","Credit","1.4797262116","1.5176680974","1.5176680974","","1.5176680974","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","1523","Credit","1.4797262116","1.5176680974","1.5176680974","","1.5176680974","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK931540","Words","Fontana, Melanie Joy [AIP110590]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2828","Credit",".85227025156",".8741229588",".8741229588","",".8741229588","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK934402","Da Zhang Fu","Jeberg, Jonas [AIP13946]; Hansen, Mich Hedin [AIP52425]; Sigvardt, Mikkel [AIP108651]; Woodford, Nina Sofia Marie [AIP83989]; Chen, Zheng Chuan [AIP76431]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","2156","Credit",".63949203864",".6558892704",".6558892704","",".6558892704","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK934402","Da Zhang Fu","Jeberg, Jonas [AIP13946]; Hansen, Mich Hedin [AIP52425]; Sigvardt, Mikkel [AIP108651]; Woodford, Nina Sofia Marie [AIP83989]; Chen, Zheng Chuan [AIP76431]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","2507","Credit",".63949203864",".6558892704",".6558892704","",".6558892704","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK934402","Da Zhang Fu","Jeberg, Jonas [AIP13946]; Hansen, Mich Hedin [AIP52425]; Sigvardt, Mikkel [AIP108651]; Woodford, Nina Sofia Marie [AIP83989]; Chen, Zheng Chuan [AIP76431]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","2508","Credit",".63949203864",".6558892704",".6558892704","",".6558892704","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","23","2194","Credit","9.72000848728","9.9692396622","9.9692396622","","9.9692396622","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","23","2211","Credit","19.44001770802","19.9384793244","19.9384793244","","19.9384793244","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","23","2422","Credit","1.68690519088","1.730158794","1.730158794","","1.730158794","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK607693","ICYMI","Bruzenak, Scott [AIP124572]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Tandon, Grace Martine [AIP144225]; McLaughlin, Brett [AIP71740]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","25","39810","Credit","2.748091255","2.8185547572","2.8185547572","","2.8185547572","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2453","Credit",".45586959418",".4675587462",".4675587462","",".4675587462","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2441","Credit",".20511869014",".2103783318",".2103783318","",".2103783318","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2570","Credit","3.70443287942","3.7994181498","3.7994181498","","3.7994181498","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691698","Fetish","Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Mane, Gucci [AIP182688]; Gomez, Selena [AIP43447]; Angelides, Chloe Christina [AIP50734]; McLaughlin, Brett [AIP71740]; Schwartz, Alex [AIP84748]; Khajadourian, Joe [AIP84749]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2574","Credit",".20511869014",".2103783318",".2103783318","",".2103783318","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691716","The Way I Are (Dance With Somebody)","Merrill, George Robert [AIP102174]; Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; Hindlin, Jacob Kasher [AIP40775]; Little, Joel [AIP84665]","","","PERF","Performing Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","8","2868","Credit","8.93827875122","9.1674651978","9.1674651978","","9.1674651978","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691716","The Way I Are (Dance With Somebody)","Merrill, George Robert [AIP102174]; Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; Hindlin, Jacob Kasher [AIP40775]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","8","2545","Credit","2.6592729163","2.7274590252","2.7274590252","","2.7274590252","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691716","The Way I Are (Dance With Somebody)","Merrill, George Robert [AIP102174]; Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; Hindlin, Jacob Kasher [AIP40775]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","8","2593","Credit",".09847287268",".100997442",".100997442","",".100997442","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691716","The Way I Are (Dance With Somebody)","Merrill, George Robert [AIP102174]; Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; Hindlin, Jacob Kasher [AIP40775]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","8","2828","Credit",".09847287268",".100997442",".100997442","",".100997442","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK691716","The Way I Are (Dance With Somebody)","Merrill, George Robert [AIP102174]; Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; Hindlin, Jacob Kasher [AIP40775]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","8","2868","Credit","2.06830879164","2.1213423504","2.1213423504","","2.1213423504","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK775866","Reminding Me","Jeberg, Jonas [AIP13946]; Thompson, Ethan [AIP147909]; Hlookoff, Shawn [AIP44263]","","","PERF","Radio Broadcast Right","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","16","2453","Credit",".20762932372",".2129527764",".2129527764","",".2129527764","COMPASS","N","SG","","",
"AAGR88189","ABCH51859","COMPASS_P1701_E4_PERF_Q2 2018","AWK923762","Heart Vacancy","Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]; Secon, Lucas [AIP90564]","","","PERF","Making Available Right - Interactive","TERR729","Singapore","","","","","","","01-JAN-17","30-JUN-17","12","2070","Credit",".01351620088",".013862394",".013862394","",".013862394","COMPASS","N","SG","","",
"AAGR88189","ABCH50300","SUISA_2018-312_CRDAS20180614193900_PERF_Q2 2018","AWK922503","All I See","Calhoun, Raymond James [AIP129024]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Serrano, Edwin [AIP98037]","","","PERF","Radio Broadcast Right","TERR745","Switzerland","","","","","","","13-DEC-17","13-DEC-17","10.5","1","Credit",".039412815",".0404234",".0404234","",".0404234","SUISA","N","CH","","",
"AAGR88189","ABCH50825","UCMR_E4\2018-210_PERF_Q2 2018","AWK922504","Hate This Part","Hansen, Mich Hedin [AIP52425]; Secon, Lucas [AIP90564]; Jeberg, Jonas [AIP13946]; Hector, Wayne Anthony [AIP18240]","","","PERF","Radio Broadcast Right","TERR719","Romania","","","","","","","01-JAN-18","31-MAR-18","12","0","Credit",".007288592128",".00747541624",".008826336","",".008826336","UCMR","N","RO","","",
"AAGR88189","ABCH50825","UCMR_E4\2018-210_PERF_Q2 2018","AWK925565","Resuscitate Me","Hansen, Mich Hedin [AIP52425]; Hector, Wayne Anthony [AIP18240]; Jeberg, Jonas [AIP13946]; Secon, Lucas [AIP90564]","","","PERF","Radio Broadcast Right","TERR719","Romania","","","","","","","01-JAN-18","31-MAR-18","12","0","Credit",".007288592128",".00747541624",".008826336","",".008826336","UCMR","N","RO","","",
"AAGR88189","ABCH50839","UCMR_E4\2018-234_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Television Broadcast Right","TERR719","Romania","","","","","","","01-MAY-18","31-MAY-18","7","0","Credit",".0911074016",".093443438528",".1103292","",".1103292","UCMR","N","RO","","",
"AAGR88189","ABCH50898","GEMA_6061434_ABRE_RFS_2017_HA AR_C_PERF_Q2 2018","AWK179181","Something Really Bad","Jeberg, Jonas [AIP13946]; Kouame, Jean Baptiste [AIP18159]; Adams, William [AIP18163]; Mills, Dylan Kwabena [AIP62963]","","","PERF","Television Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","8.75","10","Credit","4.452221046","4.56638056","4.56638056","","4.56638056","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH50898","GEMA_6061434_ABRE_RFS_2017_HA AR_C_PERF_Q2 2018","AWK922501","Burn","Jeberg, Jonas [AIP13946]; Hansen, Mich Hedin [AIP52425]; Jackson, Tariano Adaryll [AIP222215]","","","PERF","Television Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","6.25","1","Credit",".318015789",".32617004",".32617004","",".32617004","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH50898","GEMA_6061434_ABRE_RFS_2017_HA AR_C_PERF_Q2 2018","AWK933560","Helluva Nite","Jeberg, Jonas [AIP13946]; Baqwa, Tshawe [AIP147301]; Bridges, Christopher Brian [AIP17864]; Bryant, Marcus John [AIP31954]; Smith, Nakisha W [AIP225343]; Wolde-Mariam, Yosef [AIP147300]","","","PERF","Television Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","12.5","9","Credit","5.71292649525","5.85941179","5.85941179","","5.85941179","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH50898","GEMA_6061434_ABRE_RFS_2017_HA AR_C_PERF_Q2 2018","AWK933640","All I See Is Here","Cunningham, Ruth Anne [AIP63500]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]","","","PERF","Television Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","8.34","3","Credit",".636031578",".65234008",".65234008","",".65234008","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH50919","GEMA_6061697_ABRE_RHF_2017_HA AR_C_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","6","166","Credit","40.933175127","41.98274372","41.98274372","","41.98274372","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH50919","GEMA_6061697_ABRE_RHF_2017_HA AR_C_PERF_Q2 2018","AWK933540","Good Ol' Fashioned Love","Barker, Sean Alexander [AIP141917]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]; Scott, Andrew Jermaine [AIP228023]","","","PERF","Radio Broadcast Right","TERR643","Germany","","","","","","","01-JAN-17","31-DEC-17","6.25","1","Credit",".2498695485",".25627646",".25627646","",".25627646","GEMA (Distribution)","N","DE","","",
"AAGR88189","ABCH51038","TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018","AWK925563","Sledgehammer","Douglas, Sean Maxwell [AIP18205]; Jeberg, Jonas [AIP13946]; Trainor, Meghan Elizabeth [AIP110622]","","","PERF","Radio Broadcast Right","TERR706","Norway","","","","","","","01-OCT-17","31-DEC-17","16.67","10","Credit","1.6700465925","1.7128683","1.7128683","","1.7128683","TONO","N","NO","","",
"AAGR88189","ABCH51038","TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018","AWK933624","Rippin' Up The Disco","Baird, Jasmine [AIP4908]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]","","","PERF","Television Broadcast Right","TERR706","Norway","","","","","","","01-APR-16","30-JUN-16","20","1","Credit",".10627569225",".10900071",".10900071","",".10900071","TONO","N","NO","","",
"AAGR88189","ABCH51038","TONO_2018-2_CRD20180605182930017090_PERF_Q2 2018","AWK933624","Rippin' Up The Disco","Baird, Jasmine [AIP4908]; Hansen, Mich Hedin [AIP52425]; Jeberg, Jonas [AIP13946]","","","PERF","Making Available Right - Interactive","TERR706","Norway","","","","","","","01-JUL-17","30-SEP-17","20","18540","Credit",".25109092125",".25752915",".25752915","",".25752915","TONO","N","NO","","",
"AAGR88189","ABCH51801","CASH_20180628_P171_PERF_Q2 2018","AWK165675","Made In The USA","Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Lovato, Demitria [AIP18233]; Gibson, Corey Reginald [AIP18260]; Perkins, Blair [AIP18263]","","","PERF","Television Broadcast Right","TERR653","Hong Kong","","","","","","","01-JAN-11","31-DEC-17","17.5","10","Credit",".010621003446",".010893385845",".010893385845","",".010893385845","CASH","N","HK","","",
"AAGR88189","ABCH51801","CASH_20180628_P171_PERF_Q2 2018","AWK578706","Left Ey3","Reece, Vanessa [AIP106017]; Jeberg, Jonas [AIP13946]; Small, Craig A [AIP144455]; Kouame, Jean Baptiste [AIP18159]; McHenry, Michael Ojike [AIP23699]; Zolot, Natassia [AIP23700]; Buendia, Ryan [AIP34818]","","","PERF","Television Broadcast Right","TERR653","Hong Kong","","","","","","","01-JAN-11","31-DEC-17","2.5","2","Credit",".020061937845",".020576395485",".020576395485","",".020576395485","CASH","N","HK","","",
"AAGR88189","ABCH51801","CASH_20180628_P171_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Radio Broadcast Right","TERR653","Hong Kong","","","","","","","01-JAN-11","31-DEC-17","7.18","1","Credit",".083788340544",".085936710555",".085936710555","",".085936710555","CASH","N","HK","","",
"AAGR88189","ABCH51801","CASH_20180628_P171_PERF_Q2 2018","AWK925690","Marry Me","Bonds, Marlin Donnell [AIP84953]; Desrouleaux, Jason Joel [AIP17848]; Jeberg, Jonas [AIP13946]; Saidenberg, Andrew Michael [AIP5380]","","","PERF","Performing Right","TERR653","Hong Kong","","","","","","","01-JAN-11","31-DEC-17","12.5","1","Credit","1.516450103757","1.555333423425","1.555333423425","","1.555333423425","CASH","N","HK","","",
"AAGR88189","ABCH50281","STIM_CR00009884_C000017366_PERF_Q2 2018","AWK179181","Something Really Bad","Jeberg, Jonas [AIP13946]; Kouame, Jean Baptiste [AIP18159]; Adams, William [AIP18163]; Mills, Dylan Kwabena [AIP62963]","","","PERF","Making Available Right - Interactive","TERR744","Sweden","","","","","","","01-JUL-17","30-SEP-17","17.5","1766","Credit","1.188863676","1.21934736","1.21934736","","1.21934736","STIM-NCB","N","SE","","",
"AAGR88189","ABCH50281","STIM_CR00009884_C000017366_PERF_Q2 2018","AWK205115","Remember My Name","Jeberg, Jonas [AIP13946]; Kouame, Jean Baptiste [AIP18159]; Brown, Christopher Maurice [AIP18214]; McHenry, Michael Ojike [AIP23699]; Buendia, Ryan [AIP34818]; Whyte, Alain Gordon [AIP46809]; Streeter, Amber Denise [AIP71670]; McCall, Kevin [AIP83936]","","","PERF","Making Available Right - Interactive","TERR744","Sweden","","","","","","","01-JAN-17","30-JUN-17","2.5","1","Credit",".003308526",".00339336",".00339336","",".00339336","STIM-NCB","N","SE","","",
"AAGR88189","ABCH50281","STIM_CR00009884_C000017366_PERF_Q2 2018","AWK532166","Chingalinga","Jeberg, Jonas [AIP13946]; Evigan, Jason Gregory [AIP16453]; Desrouleaux, Jason Joel [AIP17848]; Douglas, Sean Maxwell [AIP18205]","","","PERF","Making Available Right - Interactive","TERR744","Sweden","","","","","","","01-JUL-17","31-DEC-17","12.5","1","Credit",".219465558",".22509288",".22509288","",".22509288","STIM-NCB","N","SE","","",
"AAGR88189","ABCH50281","STIM_CR00009884_C000017366_PERF_Q2 2018","AWK583636","The Way I Are (Dance With Somebody)","Rubicam, Shannon [AIP102175]; Rexha, Bleta [AIP133612]; Jeberg, Jonas [AIP13946]; Coffee, Clarence Bernard [AIP16456]; George, Robert Merril [AIP184730]; Hindlin, Jacob Kasher [AIP40775]; Carter, Dwayne Michael [AIP6958]; Little, Joel [AIP84665]","","","PERF","Making Available Right - Interactive","TERR744","Sweden","","","","","","","01-JAN-17","30-JUN-17","7.19","1","Credit",".410257224",".42077664",".42077664","",".42077664","STIM-NCB","N","SE","","",
"AAGR88189","ABCH50281","STIM_CR00009884_C000017366_PERF_Q2 2018","AWK607693","ICYMI","Bruzenak, Scott [AIP124572]; Jeberg, Jonas [AIP13946]; Barletta, Gino Maurice [AIP144224]; Tandon, Grace Martine [AIP144225]; McLaughlin, Brett [AIP71740]","","","PERF","Making Available Right - Interactive","TERR744","Sweden","","","","","","","01-JUL-17","31-DEC-17","12.5","901","Credit","2.82327552","2.8956672","2.8956672","","2.8956672","STIM-NCB","N","SE","","",
